"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"09/10/2019","26","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","23","0",".","26","22"
"09/11/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","43","0",".","42","19"
"09/12/2019","29","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","3","22","0","11","29","28"
"09/13/2019","23","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","23","0",".","23","17"
"09/14/2019","30","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","25","0",".","30","20"
"09/15/2019","35","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","35","0","6","21","14"
"09/16/2019","27","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","27","0",".","19","21"
"09/17/2019","27","NO2","VON HILLERN ST","25-025-0044","AQS","2","17","0",".","25","27"
"09/18/2019","24","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","24","0","7","20","23"
"09/19/2019","29","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","25","0",".","29","25"
"09/20/2019","39","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","35","1",".","39","32"
"09/21/2019","41","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","39","0","14","41","35"
"09/22/2019","67","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","67","0",".","44","15"
"09/23/2019","53","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","47","0",".","53","21"
"09/24/2019","28","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","28","0","6","21","15"
"09/25/2019","25","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","21","0",".","25","21"
"09/26/2019","46","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","46","0",".","40","26"
"09/27/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","34","0","9","30","25"
"09/28/2019","44","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","44","0",".","34","15"
"09/29/2019","26","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","26","0",".","22","19"
"09/30/2019","27","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","20","0","11","27","17"
"10/01/2019","34","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","29","0",".","34","21"
"10/02/2019","30","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","23","0",".","30","25"
"10/03/2019","24","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","22","1","7","24","20"
"10/04/2019","26","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AirNow","2","26","0",".","24","23"
"10/05/2019","30","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","23","0",".","30","22"
"10/06/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","29","0","9","34","23"
"10/07/2019","18","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","2",".","0",".","17","18"
"10/08/2019","28","NO2","VON HILLERN ST","25-025-0044","AQS","2","16","0",".","24","28"
"10/09/2019","37","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","2","19","0","15","37","18"
"10/10/2019","33","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","21","0",".","33","14"
"10/11/2019","31","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","22","0",".","31","17"
"10/12/2019","25","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","21","0","6","25","20"
"10/13/2019","39","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","22","0",".","39","34"
"10/14/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","28","1",".","42","27"
"10/15/2019","35","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","26","1","7","35","34"
"10/16/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","33","3",".","42","33"
"10/17/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","32","0",".","21","13"
"10/18/2019","20","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","18","0","3","20","16"
"10/19/2019","37","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","25","1",".","37","32"
"10/20/2019","54","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","8","20","1",".","54","36"
"10/21/2019","35","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","23","0","9","35","35"
"10/22/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","19","0",".","34","33"
"10/23/2019","35","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","27","0",".","35","29"
"10/24/2019","38","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","0","12","38","32"
"10/25/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","17","1",".","48","38"
"10/26/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","25","0",".","42","26"
"10/27/2019","30","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","26","0","6","30","22"
"10/28/2019","27","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2",".","0",".","27","22"
"10/29/2019","28","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","3","23","0",".","27","28"
"10/30/2019","37","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","14","1","12","35","37"
"10/31/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AirNow","2","32",".",".","29","."
"11/01/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","24","12"
"11/02/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","21","0","6","40","32"
"11/03/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","26","0",".","48","24"
"11/04/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","25","0",".","40","31"
"11/05/2019","45","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","17","1","8","45","34"
"11/06/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","27","0",".","42","37"
"11/07/2019","47","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","22","0",".","47","34"
"11/08/2019","25","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","22","0","3","25","20"
"11/09/2019","37","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","22","0",".","37","29"
"11/10/2019","52","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","27","0",".","52","30"
"11/11/2019","61","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","14","1","15","61","36"
"11/12/2019","39","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","22","1",".","39","28"
"11/13/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","24","0",".","28","18"
"11/14/2019","49","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","18","1","9","49","39"
"11/15/2019","53","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","6","28","1",".","53","36"
"11/16/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","29","0",".","25","25"
"11/17/2019","38","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","22","0","8","38","17"
"11/18/2019","36","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","19","0",".","36","25"
"11/19/2019","41","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","19","1",".","41","32"
"11/20/2019","32","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","18","0",".","32","24"
"11/21/2019","44","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","19","1",".","44","36"
"11/22/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","20","0",".","48","28"
"11/23/2019","35","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","28","0","6","35","34"
"11/24/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","27","0",".","40","29"
"11/25/2019","60","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","20","0",".","60","34"
"11/26/2019","66","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","25","1",".","66","35"
"11/27/2019","63","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","14","18","4",".","63","48"
"11/28/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","24","0",".","28","9"
"11/29/2019","25","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","25","0","4","24","13"
"11/30/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","28","15"
"12/01/2019","47","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0",".","47","29"
"12/02/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","34","0","4","30","20"
"12/03/2019","31","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","29","0",".","31","30"
"12/04/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","18","1",".","48","43"
"12/05/2019","47","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","20","1","9","47","32"
"12/06/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","15","1",".","42","35"
"12/07/2019","36","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","23","0",".","36","22"
"12/08/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","27","0","10","48","32"
"12/09/2019","40","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","6","32","1",".","35","40"
"12/10/2019","45","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","25","0",".","45","18"
"12/11/2019","36","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","21","0","7","36","30"
"12/12/2019","51","PM2.5","VON HILLERN ST","25-025-0044","AQS","6","24","0",".","51","36"
"12/13/2019","38","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","6","26","1",".","30","38"
"12/14/2019","38","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","8","27","1","6","15","38"
"12/15/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","0",".","13","8"
"12/16/2019","33","NO2","VON HILLERN ST","25-025-0044","AQS","3","26","0",".","30","33"
"12/17/2019","42","NO2","VON HILLERN ST","25-025-0044","AQS","5","23","1","10","30","42"
"12/18/2019","29","NO2","VON HILLERN ST","25-025-0044","AQS","3","25","0",".","25","29"
"12/19/2019","33","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","24","0",".","33","20"
"12/20/2019","36","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","25","0","9","36","27"
"12/21/2019","48","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","14","1",".","48","37"
"12/22/2019","68","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","17","0",".","68","29"
"12/23/2019","57","PM2.5","VON HILLERN ST","25-025-0044","AQS","6","29","1",".","57","42"
"12/24/2019","31","NO2","VON HILLERN ST","25-025-0044","AQS","3","26","0",".","30","31"
"12/25/2019","49","PM2.5","VON HILLERN ST","25-025-0044","AQS","9","19","1",".","49","40"
"12/26/2019","49","PM2.5","VON HILLERN ST","25-025-0044","AQS","11","23","1","25","49","40"
"12/27/2019","36","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","27","0",".","36","33"
"12/28/2019","27","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","22","1",".","27","20"
"12/29/2019","33","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","22","0","7","33","23"
"12/30/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","0",".","16","22"
"12/31/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","29","0",".","19","25"
